,age,gender,dependents,occupation,customer_nw_category,current_balance,current_month_credit,previous_month_credit,churn
5479,81,Female,0,self_employed,2,2863.27,0.16,3446.5,0
5480,66,Male,0,self_employed,3,23404.08,1429.26,3645.85,0
5481,64,Female,0,self_employed,3,1468.49,1521.46,92.89,0
5482,40,Male,0,self_employed,3,430.34,514.97,0.69,1
5483,22,Male,0,student,1,1141.24,131.21,286.21,0
5484,50,Male,0,self_employed,2,39982.58,0.2,0.2,0
5485,26,Male,0,student,2,444.21,0.11,5167.08,1
5486,49,Female,0,self_employed,2,6499.05,700.24,1428.81,0
5487,69,Male,0,self_employed,1,1575.8,14.39,0.1,0
5488,52,Female,1,salaried,2,10853.18,0.17,0.91,0
5489,32,Male,0,self_employed,2,786.77,0.51,0.51,1
5490,15,Male,0,student,2,1428.96,0.37,0.37,0
5491,68,Female,0,self_employed,3,3046.23,0.66,0.66,0
5492,66,Female,0,self_employed,2,2853.22,0.6,0.6,1
5493,60,Male,1,self_employed,2,3232.78,28571.79,0.36,0
5494,36,Male,0,salaried,2,9681.78,1314.41,2114.41,0
5495,69,Male,0,self_employed,1,4043.06,685.89,0.17,0
5496,48,Female,0,self_employed,1,3068.68,0.36,0.36,0
5497,53,Female,0,self_employed,2,4005.12,0.23,0.23,1
5498,47,Male,0,salaried,2,6053.6,0.44,0.44,0
5499,29,Male,0,self_employed,2,2882.11,0.44,0.44,0
5500,32,Female,0,self_employed,3,2285.44,0.1,0.1,0
5501,56,Male,0,self_employed,2,6140.6,0.47,1271.9,0
5502,21,Male,0,self_employed,2,1754.68,0.13,0.13,0
5503,40,Male,0,self_employed,1,5072.16,0.11,0.11,0
5504,19,Female,0,student,1,1388.49,200.59,172.01,0
5505,51,Female,0,salaried,2,4186.18,1214.71,19.71,0
5506,27,Female,0,self_employed,3,2828.44,0.57,0.57,0
5507,89,Female,0,self_employed,2,2139.09,0.57,0.57,0
5508,60,Male,0,retired,3,1631.85,5856.56,0.64,0
5509,65,Male,0,salaried,2,2217.14,0.56,0.56,0
5510,63,Male,0,retired,2,4469.05,0.14,0.14,0
5511,16,Male,0,student,2,1960.59,0.67,0.67,0
5512,36,Male,0,salaried,2,3484.48,585.9,0.19,0
5513,41,Male,1,self_employed,3,803.04,0.57,0.57,0
5514,42,Female,1,self_employed,3,6808.07,7643.15,0.43,0
5515,77,Female,0,self_employed,3,2243.56,0.07,0.07,0
5516,82,Male,0,retired,2,2723.47,343.56,343.56,0
5517,54,Female,1,self_employed,3,7073.43,6115.53,3979.23,0
5518,77,Male,0,self_employed,2,6563.57,0.34,0.34,1
5519,79,Female,0,retired,2,2690.17,0.44,0.44,0
5520,82,Male,0,retired,3,1519.9,0.61,0.61,0
5521,57,Male,0,self_employed,3,2831.46,5.76,0.41,0
5522,36,Male,0,salaried,2,2605.08,0.29,955.57,0
5523,39,Female,0,self_employed,3,2018.14,1195.93,1541.5,0
5524,60,Male,1,self_employed,2,4116.44,2267.09,1288.6,0
5525,64,Male,0,self_employed,2,61763.42,0.54,0.54,0
5526,45,Female,0,self_employed,2,961.71,0.24,714.53,0
5527,36,Female,0,self_employed,3,924.91,94.59,89.34,1
5528,30,Male,0,salaried,3,2114.9,0.03,0.03,0
5529,64,Female,0,self_employed,2,16996.06,302.79,3571.46,0
5530,39,Female,0,self_employed,2,2426.67,280.01,405.24,0
5531,41,Male,0,self_employed,2,2635.68,0.47,0.47,1
5532,17,Male,0,student,1,1585.56,0.11,785.83,0
5533,80,Female,0,self_employed,2,3144.63,2143.31,0.46,0
5534,36,Male,0,salaried,2,7460.25,3357.39,0.24,0
5535,45,Male,1,self_employed,1,10677.39,14286.1,7.11,0
5536,59,Male,0,self_employed,2,4980.82,2595.77,49879.91,1
5537,24,Male,0,student,2,3549.23,1429.07,0.5,0
5538,24,Male,0,self_employed,3,2487.01,107.27,1920.49,0
5539,71,Female,0,self_employed,2,102.11,0.54,0.54,1
5540,74,Male,0,self_employed,2,3198.85,0.46,0.46,0
5541,33,Female,0,self_employed,3,1552.99,0.4,0.4,0
5542,63,Male,1,retired,1,187.41,0.29,50000.29,1
5543,54,Male,0,self_employed,1,8450.72,0.21,1428.79,0
5544,44,Male,0,salaried,3,3088.6,0.44,0.44,0
5545,40,Female,0,self_employed,3,5423.27,0.44,0.44,0
5546,66,Male,0,self_employed,3,2298.84,0.47,0.47,0
5547,13,Male,0,student,3,1471.33,0.49,0.49,0
5548,29,Female,0,salaried,2,1090.74,3843.96,732.41,1
5549,36,Female,0,salaried,2,2916.76,0.41,2.49,0
5550,81,Male,0,retired,2,9454.81,0.56,0.56,0
5551,30,Female,0,self_employed,2,6815.24,406.11,285.9,0
5552,48,Male,1,self_employed,3,1414.3,0.07,0.07,0
5553,29,Male,1,self_employed,2,8781.41,0.17,0.17,1
5554,50,Male,0,self_employed,1,56162.16,15339.45,14588.46,0
5555,22,Female,0,student,2,1731.86,0.56,0.56,0
5556,36,Male,1,self_employed,3,4902.08,0.56,143.41,0
5557,90,Male,0,self_employed,2,3974.39,1446.99,2010.13,0
5558,25,Female,0,self_employed,2,3146.29,0.4,0.4,0
5559,70,Female,0,self_employed,2,6810.57,286.06,714.63,0
5560,40,Female,0,self_employed,2,2601.77,0.46,0.46,0
5561,66,Female,1,salaried,3,8858.94,1686.03,1686.03,0
5562,71,Female,0,retired,1,12632.29,1626.61,8.7,0
5563,56,Male,0,self_employed,3,10703.01,0.5,0.5,0
5564,58,Male,0,self_employed,3,2831.95,0.07,0.07,0
5565,46,Male,1,salaried,2,2448.99,0.33,0.33,0
5566,56,Male,1,self_employed,1,16153.51,661.97,46366.35,0
5567,72,Male,0,self_employed,1,2745.09,328.63,0.59,0
5568,36,Female,0,salaried,3,2227.3,0.07,4285.79,0
5569,64,Female,0,retired,3,3607.69,0.4,0.4,0
5570,49,Male,1,self_employed,2,4520.21,315.04,0.2,0
5571,51,Female,0,salaried,2,3879.62,0.21,0.21,0
5572,49,Female,1,self_employed,3,263.47,0.47,0.47,1
5573,29,Male,1,self_employed,3,5301.48,1512.1,788.41,0
5574,85,Female,0,self_employed,2,2830.23,87.04,87.11,0
5575,28,Female,0,self_employed,2,3346.36,0.49,0.49,0
5576,64,Female,0,self_employed,2,2382.97,0.41,921.79,0
5577,39,Male,0,self_employed,1,85.38,0.43,0.43,1
5578,67,Male,0,self_employed,2,2718.69,0.5,0.5,0
5579,61,Female,0,self_employed,2,3434.42,0.16,0.16,0
5580,53,Male,1,salaried,2,38530.19,36440.31,7562.64,0
5581,32,Female,1,self_employed,3,7224.52,0.14,0.14,1
5582,68,Female,0,self_employed,2,3534.13,643.24,0.39,0
5583,37,Male,0,self_employed,3,22095.27,0.46,0.46,0
5584,34,Female,0,self_employed,2,15823.95,0.39,0.39,0
5585,21,Female,0,student,2,2728.99,0.3,0.3,0
5586,23,Female,0,student,2,2343.4,0.47,0.47,0
5587,32,Male,1,salaried,2,1677.09,843.56,1286.41,0
5588,90,Male,0,self_employed,2,2164.93,0.23,0.23,0
5589,42,Female,0,self_employed,2,4866.35,714.64,714.64,0
5590,48,Male,0,self_employed,2,2999.76,28.89,116.91,0
5591,43,Male,0,self_employed,1,26890.81,7143.37,0.51,0
5592,90,Male,0,self_employed,1,4701.86,4286.4,0.69,0
5593,30,Male,1,self_employed,2,1660.84,0.56,0.56,1
5594,44,Female,0,salaried,3,2831.62,0.33,0.33,0
5595,53,Male,0,self_employed,2,1261.48,8666.12,859.65,0
5596,75,Male,0,retired,2,2910.9,0.24,0.24,0
5597,42,Male,1,self_employed,3,509.46,714.79,8614.79,1
5598,66,Male,0,self_employed,2,4857.75,286.36,0.64,0
5599,8,Female,0,student,2,567.82,0.19,0.19,1
5600,57,Female,0,self_employed,1,5834.44,0.57,0.57,0
5601,31,Female,0,self_employed,3,2305.91,285.84,234.59,0
5602,37,Male,0,salaried,2,11757.73,1100.49,848.34,0
5603,71,Female,0,retired,3,1592.55,13709.68,0.47,0
5604,90,Male,0,self_employed,2,5076.3,0.67,0.67,0
5605,63,Female,0,self_employed,2,2303.45,0.2,0.2,0
5606,57,Male,0,self_employed,2,1500.35,0.09,0.09,0
5607,54,Male,1,self_employed,3,5452.6,790.31,5542.42,0
5608,47,Female,0,self_employed,2,1045.88,0.51,1470.17,0
5609,25,Female,0,student,3,763.94,0.24,285.96,1
5610,25,Male,0,self_employed,3,1146.1,0.16,1428.73,1
5611,52,Female,0,self_employed,2,3298.72,0.33,0.33,0
5612,49,Male,0,self_employed,1,7103.39,1028.01,261.53,0
5613,57,Male,0,self_employed,3,5381.64,4537.3,0.51,0
5614,28,Female,0,student,2,2132.25,0.57,0.57,0
5615,31,Male,0,salaried,3,690.95,1912.92,876.11,0
5616,32,Male,1,self_employed,1,912.74,0.3,0.3,0
5617,52,Male,0,self_employed,2,6968.1,2043.11,2100.26,0
5618,50,Male,0,self_employed,2,135.85,0.23,0.23,1
5619,29,Male,0,salaried,2,4936.62,0.19,0.19,0
5620,90,Male,0,self_employed,2,5917.36,0.06,0.06,0
5621,46,Male,0,self_employed,3,1492.37,0.11,0.11,0
5622,34,Female,0,self_employed,3,3611.55,0.2,571.63,0
5623,38,Female,0,self_employed,1,11708.26,0.21,0.21,0
5624,37,Male,0,salaried,2,4726.24,0.29,0.29,0
5625,28,Male,0,salaried,2,5013.43,1400.17,2100.17,0
5626,81,Male,1,retired,2,2815.88,77.1,807.74,0
5627,45,Male,0,self_employed,3,5110.66,264.33,428.61,0
5628,52,Male,0,salaried,1,15975.9,0.46,0.46,0
5629,51,Female,0,salaried,2,540.19,375.79,656.79,1
5630,68,Male,0,retired,3,969.56,571.51,100.69,0
5631,38,Male,0,salaried,3,1681.86,0.29,0.29,0
5632,20,Female,0,student,3,1419.29,0.43,0.43,1
5633,53,Female,0,salaried,2,2120.72,429.2,0.63,0
5634,50,Female,0,self_employed,2,2616.72,1847.18,2113.59,0
5635,33,Female,0,self_employed,3,3240.42,0.1,0.1,0
5636,37,Female,0,salaried,2,18076.52,900.39,971.61,0
5637,36,Male,1,salaried,1,6158.0,10181.39,1413436.47,0
5638,62,Female,0,self_employed,3,458.73,0.24,0.24,1
5639,30,Male,0,self_employed,2,4122.2,0.04,0.04,0
5640,90,Male,0,self_employed,2,6094.1,0.24,0.24,0
5641,32,Female,0,self_employed,2,15338.97,0.07,71.5,0
5642,55,Female,0,self_employed,3,893.35,0.16,0.16,0
5643,57,Male,1,self_employed,2,2705.49,2857.53,0.39,0
5644,37,Female,0,self_employed,3,8850.64,0.56,0.56,0
5645,59,Male,1,salaried,3,3080.94,0.69,0.93,0
5646,58,Female,0,salaried,1,1035.43,2872.03,3642.8,1
5647,41,Female,0,self_employed,1,2445.7,286.41,2000.7,0
5648,50,Male,0,salaried,2,1747.23,0.66,0.66,0
5649,47,Female,0,self_employed,3,3392.02,0.69,686.4,0
5650,35,Male,1,self_employed,3,1806.55,857.52,0.23,0
5651,78,Female,0,self_employed,2,761.49,616.66,0.2,1
5652,47,Female,0,salaried,3,5041.22,0.57,0.57,1
5653,47,Female,1,self_employed,2,4963.91,48.33,8.76,0
5654,25,Male,0,student,1,1571.01,450.57,365.73,0
5655,40,Female,0,self_employed,2,4122.3,0.24,0.24,0
5656,29,Male,0,salaried,3,3964.99,0.01,0.01,0
5657,41,Female,0,self_employed,2,1448.59,0.36,0.36,0
5658,43,Male,0,self_employed,2,967.0,0.04,57009.19,0
5659,44,Female,0,self_employed,1,3275.62,352.39,352.39,0
5660,73,Male,0,self_employed,2,6052.78,0.13,0.13,0
5661,26,Female,1,salaried,1,2663.25,3896.0,1304.57,0
5662,46,Male,0,self_employed,3,15184.19,0.19,0.19,0
5663,90,Male,0,self_employed,1,2711.36,45714.87,0.59,0
5664,90,Male,0,self_employed,3,1650.19,4841.01,6581.73,0
5665,64,Female,0,self_employed,2,1423.24,28571.59,0.16,1
5666,26,Male,0,student,2,2325.82,0.3,0.3,0
5667,69,Male,0,retired,2,3593.03,0.6,32429.17,0
5668,37,Male,0,salaried,2,1386.0,5266.06,0.29,0
5669,22,Female,0,self_employed,2,2535.25,12.75,1573.53,0
5670,90,Male,0,self_employed,3,15129.65,0.61,0.61,1
5671,33,Male,0,self_employed,2,2851.55,0.37,0.37,0
5672,68,Male,0,retired,2,5979.21,0.54,0.54,0
5673,42,Female,0,salaried,3,2853.58,4126.89,1091.61,0
5674,90,Male,0,self_employed,1,6329.17,0.64,0.64,0
5675,36,Male,0,salaried,2,4037.13,0.26,0.26,0
5676,10,Female,0,student,2,2900.16,0.16,0.16,0
5677,57,Female,0,self_employed,2,3008.14,0.09,0.09,0
5678,67,Female,0,retired,3,5561.99,0.1,0.1,0
5679,16,Male,0,student,2,1525.31,0.59,0.59,0
5680,59,Male,0,salaried,3,464.75,0.34,0.34,1
5681,33,Male,1,self_employed,2,1912.77,0.36,4443.21,1
5682,40,Male,0,self_employed,2,11351.52,614.91,0.63,0
5683,24,Male,0,student,2,2048.92,0.4,352.26,0
5684,63,Male,0,salaried,2,63.5,4288.97,564.71,0
5685,31,Male,0,self_employed,2,2314.66,0.37,0.37,1
5686,4,Male,0,student,2,1786.71,0.49,0.49,0
5687,65,Male,1,self_employed,2,4581.02,1936.97,1428.79,0
5688,45,Female,0,self_employed,1,583534.68,577643.68,20000.41,0
5689,62,Male,0,retired,2,5950.53,0.47,0.47,0
5690,56,Male,0,salaried,3,1488.81,0.07,0.07,0
5691,51,Male,1,self_employed,2,6017.53,0.13,0.13,0
5692,33,Male,0,salaried,2,3980.54,1456.94,0.27,0
5693,72,Female,0,self_employed,3,3022.65,0.36,0.36,0
5694,2,Female,0,student,3,1748.53,28.9,0.33,0
5695,52,Female,0,self_employed,2,4505.31,4837.56,1751.84,0
5696,31,Male,0,salaried,3,3801.78,77.18,1593.21,1
5697,40,Female,0,self_employed,3,3370.65,0.44,0.44,0
5698,52,Female,1,self_employed,3,3173.76,0.63,0.63,0
5699,34,Female,0,self_employed,2,1750.03,286.24,429.1,0
5700,35,Male,0,salaried,2,6983.83,0.03,714.31,0
5701,39,Female,0,student,3,3366.82,46.76,0.26,0
5702,80,Male,0,retired,2,3194.15,28572.03,21429.17,0
5703,29,Male,0,salaried,2,3229.07,30.51,0.39,0
5704,84,Female,0,self_employed,3,4968.62,0.41,700.41,1
5705,65,Male,0,self_employed,3,2165.3,0.17,0.17,0
5706,53,Female,0,self_employed,2,14743.52,7143.27,7143.27,0
5707,90,Male,0,self_employed,2,2056.84,714.36,0.07,0
5708,35,Male,0,self_employed,2,3853.83,0.27,0.27,0
5709,26,Male,1,self_employed,3,19927.71,0.7,0.7,0
5710,40,Female,0,self_employed,2,2581.61,0.69,200.69,0
5711,32,Male,1,self_employed,3,1428.86,131.91,8067.87,0
5712,35,Male,0,self_employed,2,8562.79,0.2,4143.06,0
5713,57,Female,0,self_employed,2,3483.22,0.29,0.29,0
5714,48,Female,0,self_employed,2,4823.22,27.94,0.4,0
5715,28,Female,0,self_employed,2,224.77,0.66,0.66,1
5716,49,Male,1,salaried,3,5435.08,2616.69,410.68,0
5717,60,Male,0,salaried,2,264.74,257.41,0.27,0
5718,76,Female,0,self_employed,2,2710.28,0.47,67.79,0
5719,61,Female,0,self_employed,3,5231.51,90.54,0.54,0
5720,73,Male,0,self_employed,2,4830.08,2501.3,1843.01,0
5721,35,Female,1,self_employed,3,15.92,0.21,0.21,1
5722,72,Female,0,self_employed,2,1873.52,0.17,3571.6,0
5723,6,Male,0,student,3,3293.58,0.33,0.33,0
5724,71,Male,0,retired,3,16211.97,7143.29,0.43,0
5725,57,Male,1,salaried,3,1946.71,0.14,1428.71,0
5726,26,Male,0,salaried,2,2927.16,457.76,0.61,0
5727,58,Male,0,self_employed,2,283.45,0.31,428.89,1
5728,43,Male,1,salaried,3,4329.92,1725.69,0.17,0
5729,43,Female,0,self_employed,2,34363.02,0.06,0.06,0
5730,63,Male,0,self_employed,3,7612.23,0.69,7143.54,0
5731,65,Male,0,self_employed,3,1785.84,0.63,0.63,0
5732,33,Female,0,self_employed,3,3690.64,968.14,0.46,1
5733,25,Female,0,student,1,2694.55,80729.23,0.66,0
5734,41,Female,0,salaried,3,1825.26,1041.79,0.5,0
5735,62,Male,1,salaried,3,4064.84,571.69,0.26,0
5736,79,Male,0,retired,3,20846.41,295.79,214.76,1
5737,66,Male,0,retired,2,74.49,1186.45,5857.61,0
5738,62,Male,0,retired,2,687.22,6.78,0.21,1
5739,38,Male,0,self_employed,1,3180.66,0.14,0.14,0
5740,49,Male,0,salaried,3,1359.13,0.33,0.33,1
5741,25,Female,0,student,3,2292.59,0.61,1029.19,0
5742,40,Female,0,self_employed,2,0.33,6135.44,19682.23,0
5743,37,Male,1,self_employed,2,6339.43,3783.03,1705.47,0
5744,86,Female,0,self_employed,2,2232.76,0.31,1071.74,0
5745,42,Female,1,self_employed,3,20994.34,0.39,1028.96,1
5746,37,Male,0,salaried,3,6666.62,0.63,0.63,0
5747,62,Male,0,retired,2,140.79,993.04,3885.9,1
5748,43,Male,0,self_employed,3,1526.61,0.07,0.07,0
5749,67,Female,0,retired,2,1353.65,120.73,0.24,0
5750,39,Male,1,salaried,2,23445.19,12405.96,429.03,0
5751,45,Male,0,salaried,3,4661.75,0.11,0.11,0
5752,43,Male,1,self_employed,3,11195.74,574.3,571.44,0
5753,39,Female,0,self_employed,2,7224.46,0.47,0.47,0
5754,27,Male,0,salaried,2,1271.07,0.37,0.37,0
5755,54,Male,0,self_employed,3,4319.44,0.43,0.43,0
5756,46,Male,0,salaried,3,3026.32,0.07,2385.79,0
5757,41,Female,0,self_employed,2,3894.6,0.19,0.19,0
5758,41,Male,0,salaried,3,4459.76,142.91,0.06,0
5759,50,Female,0,self_employed,3,24013.48,5078.68,571.5,0
5760,37,Male,0,self_employed,1,2870.82,0.44,0.44,0
5761,66,Male,1,retired,2,2932.37,0.46,0.46,0
5762,62,Female,0,self_employed,3,354.0,0.6,8572.03,0
5763,32,Male,0,self_employed,2,4301.3,12071.6,0.17,0
5764,39,Male,1,salaried,3,8959.94,0.17,9683.49,0
5765,33,Male,0,salaried,2,10622.93,0.66,714.94,0
5766,51,Male,0,salaried,2,1088.12,0.17,0.17,0
5767,90,Male,0,self_employed,2,3405.14,0.43,0.43,0
5768,35,Male,0,salaried,2,7978.48,7882.47,7177.94,0
5769,27,Female,0,self_employed,3,1227.35,14.96,571.93,1
5770,77,Female,0,self_employed,3,9004.56,214.39,0.1,0
5771,36,Male,0,self_employed,2,7555.08,0.69,10714.97,0
5772,51,Female,1,self_employed,3,853.36,93.06,807.34,1
5773,90,Male,0,self_employed,2,463.81,0.33,0.33,1
5774,90,Male,0,retired,2,2659.58,0.07,0.07,1
5775,41,Female,0,self_employed,2,1034.01,0.16,0.16,0
5776,74,Male,0,retired,2,8766.25,4.97,0.09,1
5777,28,Male,0,self_employed,3,4635.85,943.47,1343.47,0
5778,37,Male,0,salaried,3,1704.51,0.24,193.51,0
5779,46,Female,0,self_employed,2,3100.79,0.41,0.41,0
5780,43,Female,0,self_employed,3,2525.8,0.06,1857.2,0
5781,28,Female,0,self_employed,2,1354.64,0.29,0.29,1
5782,63,Male,0,self_employed,3,7025.58,0.4,0.4,1
5783,38,Male,0,self_employed,3,1658.27,0.43,0.93,0
5784,10,Male,0,student,2,2157.75,0.34,0.34,0
5785,57,Male,1,salaried,2,1428.69,14285.83,0.11,1
5786,90,Male,0,self_employed,2,2671.64,14014.94,13717.43,1
5787,40,Female,0,salaried,1,25565.41,1164.13,967.9,0
5788,28,Female,0,self_employed,3,790.82,0.37,0.37,1
5789,65,Male,0,self_employed,2,26714.04,0.23,27775.51,0
5790,57,Male,0,self_employed,2,9209.9,0.27,1428.84,0
5791,9,Female,0,student,1,2026.25,0.31,0.31,0
5792,61,Male,0,self_employed,3,2102.15,0.49,0.49,0
5793,60,Female,0,self_employed,3,2180.4,0.06,0.06,0
5794,49,Female,1,self_employed,2,3386.36,0.43,0.43,0
5795,90,Male,0,self_employed,3,71790.33,4286.06,68571.77,1
5796,33,Female,0,self_employed,2,7160.78,0.54,0.54,0
5797,57,Female,0,self_employed,2,16450.89,22714.56,207.41,1
5798,60,Male,0,self_employed,3,2880.15,0.39,0.39,1
5799,35,Male,0,salaried,2,6116.59,0.51,0.51,0
5800,36,Female,0,salaried,2,10333.42,0.63,0.63,0
5801,31,Female,0,salaried,3,6369.22,0.37,0.37,0
5802,79,Male,0,salaried,3,1596.97,1855.81,0.57,1
5803,70,Female,0,self_employed,2,7926.66,500.36,500.36,0
5804,67,Male,0,self_employed,2,1668.68,0.34,86.06,0
5805,77,Male,0,self_employed,2,8837.63,0.61,0.61,0
5806,66,Male,0,self_employed,3,1458.55,0.16,0.16,0
5807,46,Female,0,self_employed,2,7630.06,843.13,843.13,1
5808,52,Female,0,self_employed,3,803.86,0.09,2857.23,1
5809,43,Male,1,salaried,3,1530.59,0.16,0.16,0
5810,34,Male,0,salaried,2,618.66,0.5,2259.83,0
5811,45,Male,0,self_employed,3,2166.14,0.44,0.44,0
5812,59,Male,0,self_employed,3,2197.24,0.46,0.46,0
5813,22,Male,0,student,1,1211.17,0.55,0.26,0
5814,45,Male,1,salaried,2,6882.32,0.47,4286.19,0
5815,74,Male,1,self_employed,1,21801.79,14.66,477.51,0
5816,90,Male,0,self_employed,2,2023.3,171.93,171.93,0
5817,47,Male,1,self_employed,2,5771.32,0.6,0.6,0
5818,37,Male,0,self_employed,1,1442.35,473.99,939.14,1
5819,38,Male,0,salaried,3,18125.25,0.4,7004.87,0
5820,54,Male,1,self_employed,2,551.36,0.41,0.41,1
5821,27,Male,0,student,2,3493.36,0.14,0.14,0
5822,45,Female,0,self_employed,3,1830.0,0.07,0.07,0
5823,35,Female,0,self_employed,2,4421.95,0.19,0.19,0
5824,42,Female,1,self_employed,3,2362.24,214.61,214.61,0
5825,34,Male,1,self_employed,2,3620.89,975.64,1686.21,0
5826,34,Male,0,self_employed,1,960.51,0.64,11000.64,0
5827,45,Male,0,self_employed,2,4036.07,0.49,0.49,0
5828,24,Male,0,student,1,3293.03,143.07,0.21,0
5829,72,Male,0,retired,2,2189.91,0.4,1152.43,0
5830,28,Male,0,self_employed,2,3211.28,0.1,0.1,0
5831,57,Male,1,salaried,2,10864.3,0.83,0.97,0
5832,41,Male,1,self_employed,1,8886.47,7143.09,0.23,0
5833,55,Male,0,self_employed,2,185778.65,447036.1,3822.09,0
5834,29,Female,0,salaried,3,1278.71,0.16,0.16,0
5835,60,Male,0,self_employed,2,1999.61,98.9,3149.99,0
5836,90,Male,0,self_employed,1,1174.72,0.41,0.41,0
5837,35,Male,0,self_employed,3,16.26,0.29,0.29,1
5838,56,Male,0,self_employed,2,6410.67,0.64,2214.93,0
5839,76,Male,0,self_employed,1,8268.52,844.31,1240.49,0
5840,43,Male,0,salaried,2,2544.0,3346.78,1.65,0
5841,71,Female,0,self_employed,2,9876.11,0.7,5.43,0
5842,56,Male,0,self_employed,2,3620.96,143.19,143.19,1
5843,38,Female,0,self_employed,2,8012.84,0.59,0.59,0
5844,49,Male,0,salaried,1,6759.35,0.69,256.44,0
5845,64,Female,0,self_employed,1,1051.95,0.27,0.27,1
5846,90,Female,0,retired,2,7463.42,285.97,13.13,0
5847,71,Male,0,retired,2,7645.18,0.14,0.14,0
5848,48,Female,0,self_employed,3,7869.77,1071.94,0.51,0
5849,12,Male,0,student,2,1676.14,0.4,0.4,0
5850,64,Male,0,self_employed,3,4521.29,1712.96,2.94,0
5851,63,Male,1,self_employed,1,2.01,0.11,43228.69,1
5852,57,Female,0,self_employed,2,1773.2,0.34,3035.58,0
5853,79,Male,0,retired,2,13530.33,857.69,857.69,0
5854,33,Male,0,salaried,1,1845.16,0.33,0.33,0
5855,78,Female,0,retired,3,3185.09,0.51,0.51,0
5856,68,Female,0,self_employed,3,2015.98,71.79,143.21,0
5857,35,Male,0,salaried,3,3431.0,0.1,0.1,0
5858,48,Female,0,salaried,3,13555.05,0.03,11428.6,0
5859,44,Male,1,self_employed,2,3272.0,2857.21,0.07,0
5860,42,Male,1,self_employed,3,6095.44,5957.24,2356.14,0
5861,39,Female,0,self_employed,3,8139.8,0.24,0.24,0
5862,33,Female,0,self_employed,1,196.25,0.07,0.07,1
5863,36,Female,0,self_employed,2,5542.16,0.6,0.6,0
5864,17,Male,0,student,2,2310.48,0.19,0.19,0
5865,51,Male,1,self_employed,1,19587.94,14906.95,17687.23,0
5866,67,Female,0,self_employed,3,3464.25,1.52,1560.96,0
5867,25,Female,0,self_employed,2,2352.13,0.13,0.13,0
5868,36,Female,0,self_employed,3,10850.56,0.6,65.89,0
5869,90,Male,0,self_employed,2,2374.79,0.2,0.2,0
5870,30,Male,0,salaried,2,6061.67,0.44,0.44,0
5871,84,Male,0,retired,2,5402.97,2857.34,0.2,0
5872,36,Male,0,self_employed,3,4057.37,688.81,57.24,0
5873,23,Male,0,student,2,2933.58,29.27,143.16,0
5874,35,Female,0,self_employed,2,2169.29,0.59,0.59,0
5875,57,Male,1,self_employed,1,3382.7,1444.13,1435.67,0
5876,35,Male,0,salaried,1,2428.32,672.12,36067.65,1
5877,38,Male,0,self_employed,1,12077.28,9616.46,49436.81,1
5878,63,Male,0,salaried,3,27331.81,0.46,0.46,1
5879,71,Male,0,retired,3,2807.86,0.6,0.6,0
5880,5,Male,0,student,3,1997.75,0.33,0.33,1
5881,36,Female,0,salaried,2,4272.97,0.26,0.26,0
5882,40,Male,0,self_employed,3,3749.26,0.5,0.5,0
5883,44,Female,0,self_employed,2,3226.9,0.04,56.92,1
5884,47,Male,0,self_employed,1,2078.33,0.13,0.13,1
5885,66,Male,0,retired,3,1408.92,0.57,0.57,1
5886,47,Male,0,self_employed,2,1319.26,0.07,0.07,1
5887,47,Male,1,self_employed,3,2945.45,2214.91,8286.34,1
5888,53,Male,1,self_employed,2,4429.23,0.53,0.53,0
5889,39,Female,0,self_employed,2,1041.37,673.01,985.87,0
5890,40,Male,0,salaried,3,3065.24,212.2,1443.63,0
5891,55,Female,0,self_employed,2,5008.55,285.9,714.47,0
5892,47,Male,0,self_employed,3,7953.66,0.36,0.36,0
5893,39,Male,0,salaried,2,1008.21,0.37,8.29,1
5894,15,Male,0,student,2,4262.12,0.5,0.5,0
5895,26,Male,0,self_employed,3,9555.03,0.56,0.56,0
5896,64,Female,0,self_employed,2,377.51,16.13,0.46,1
5897,70,Male,0,self_employed,1,11409.39,3825.31,1.84,0
5898,36,Male,0,self_employed,1,590.09,0.06,0.06,1
5899,43,Male,0,salaried,2,3197.12,0.2,0.6,0
5900,38,Female,0,self_employed,2,4215.06,0.29,0.29,0
5901,90,Male,0,self_employed,2,2241.28,0.34,0.34,0
5902,38,Female,0,self_employed,2,11801.83,85.73,357.16,0
5903,34,Male,0,self_employed,3,8541.8,2082.94,0.37,0
5904,53,Male,0,self_employed,2,2992.97,0.27,285.99,0
5905,40,Male,0,salaried,3,2436.4,1169.01,147.36,0
5906,30,Male,0,salaried,2,6414.53,0.33,0.33,0
5907,28,Male,0,salaried,2,1960.56,0.11,0.11,0
5908,42,Male,0,self_employed,2,1886.58,0.16,0.16,1
5909,61,Male,1,self_employed,2,6517.16,0.2,0.2,0
5910,31,Male,0,self_employed,2,15.13,0.31,0.31,1
5911,59,Female,0,self_employed,3,6302.16,0.66,3257.8,1
5912,66,Male,0,self_employed,2,4159.06,0.29,1394.57,0
5913,46,Female,0,self_employed,3,2642.91,0.26,138.83,0
5914,42,Male,0,self_employed,2,10668.67,3001.51,135.8,0
5915,46,Male,1,self_employed,2,1665.39,493.63,5006.6,0
5916,57,Male,0,self_employed,1,2514.49,39.67,12859.55,1
5917,44,Male,0,self_employed,3,1474.12,0.04,0.04,0
5918,43,Female,0,self_employed,3,1818.48,200.56,286.27,0
