,age,dependents,occupation,customer_nw_category,current_balance,current_month_credit,previous_month_credit,churn,gender_Female,gender_Male
5733,25,0,0,3,2694.55,80729.23,0.66,0,1,0
5734,41,0,1,0,1825.26,1041.79,0.5,0,1,0
5735,62,1,1,0,4064.84,571.69,0.26,0,0,1
5736,79,0,4,0,20846.41,295.79,214.76,1,0,1
5737,66,0,4,1,74.49,1186.45,5857.61,0,0,1
5738,62,0,4,1,687.22,6.78,0.21,1,0,1
5739,38,0,2,3,3180.66,0.14,0.14,0,0,1
5740,49,0,1,0,1359.13,0.33,0.33,1,0,1
5741,25,0,0,0,2292.59,0.61,1029.19,0,1,0
5742,40,0,2,1,0.33,6135.44,19682.23,0,1,0
5743,37,1,2,1,6339.43,3783.03,1705.47,0,0,1
5744,86,0,2,1,2232.76,0.31,1071.74,0,1,0
5745,42,1,2,0,20994.34,0.39,1028.96,1,1,0
5746,37,0,1,0,6666.62,0.63,0.63,0,0,1
5747,62,0,4,1,140.79,993.04,3885.9,1,0,1
5748,43,0,2,0,1526.61,0.07,0.07,0,0,1
5749,67,0,4,1,1353.65,120.73,0.24,0,1,0
5750,39,1,1,1,23445.19,12405.96,429.03,0,0,1
5751,45,0,1,0,4661.75,0.11,0.11,0,0,1
5752,43,1,2,0,11195.74,574.3,571.44,0,0,1
5753,39,0,2,1,7224.46,0.47,0.47,0,1,0
5754,27,0,1,1,1271.07,0.37,0.37,0,0,1
5755,54,0,2,0,4319.44,0.43,0.43,0,0,1
5756,46,0,1,0,3026.32,0.07,2385.79,0,0,1
5757,41,0,2,1,3894.6,0.19,0.19,0,1,0
5758,41,0,1,0,4459.76,142.91,0.06,0,0,1
5759,50,0,2,0,24013.48,5078.68,571.5,0,1,0
5760,37,0,2,3,2870.82,0.44,0.44,0,0,1
5761,66,1,4,1,2932.37,0.46,0.46,0,0,1
5762,62,0,2,0,354.0,0.6,8572.03,0,1,0
5763,32,0,2,1,4301.3,12071.6,0.17,0,0,1
5764,39,1,1,0,8959.94,0.17,9683.49,0,0,1
5765,33,0,1,1,10622.93,0.66,714.94,0,0,1
5766,51,0,1,1,1088.12,0.17,0.17,0,0,1
5767,90,0,2,1,3405.14,0.43,0.43,0,0,1
5768,35,0,1,1,7978.48,7882.47,7177.94,0,0,1
5769,27,0,2,0,1227.35,14.96,571.93,1,1,0
5770,77,0,2,0,9004.56,214.39,0.1,0,1,0
5771,36,0,2,1,7555.08,0.69,10714.97,0,0,1
5772,51,1,2,0,853.36,93.06,807.34,1,1,0
5773,90,0,2,1,463.81,0.33,0.33,1,0,1
5774,90,0,4,1,2659.58,0.07,0.07,1,0,1
5775,41,0,2,1,1034.01,0.16,0.16,0,1,0
5776,74,0,4,1,8766.25,4.97,0.09,1,0,1
5777,28,0,2,0,4635.85,943.47,1343.47,0,0,1
5778,37,0,1,0,1704.51,0.24,193.51,0,0,1
5779,46,0,2,1,3100.79,0.41,0.41,0,1,0
5780,43,0,2,0,2525.8,0.06,1857.2,0,1,0
5781,28,0,2,1,1354.64,0.29,0.29,1,1,0
5782,63,0,2,0,7025.58,0.4,0.4,1,0,1
5783,38,0,2,0,1658.27,0.43,0.93,0,0,1
5784,10,0,0,1,2157.75,0.34,0.34,0,0,1
5785,57,1,1,1,1428.69,14285.83,0.11,1,0,1
5786,90,0,2,1,2671.64,14014.94,13717.43,1,0,1
5787,40,0,1,3,25565.41,1164.13,967.9,0,1,0
5788,28,0,2,0,790.82,0.37,0.37,1,1,0
5789,65,0,2,1,26714.04,0.23,27775.51,0,0,1
5790,57,0,2,1,9209.9,0.27,1428.84,0,0,1
5791,9,0,0,3,2026.25,0.31,0.31,0,1,0
5792,61,0,2,0,2102.15,0.49,0.49,0,0,1
5793,60,0,2,0,2180.4,0.06,0.06,0,1,0
5794,49,1,2,1,3386.36,0.43,0.43,0,1,0
5795,90,0,2,0,71790.33,4286.06,68571.77,1,0,1
5796,33,0,2,1,7160.78,0.54,0.54,0,1,0
5797,57,0,2,1,16450.89,22714.56,207.41,1,1,0
5798,60,0,2,0,2880.15,0.39,0.39,1,0,1
5799,35,0,1,1,6116.59,0.51,0.51,0,0,1
5800,36,0,1,1,10333.42,0.63,0.63,0,1,0
5801,31,0,1,0,6369.22,0.37,0.37,0,1,0
5802,79,0,1,0,1596.97,1855.81,0.57,1,0,1
5803,70,0,2,1,7926.66,500.36,500.36,0,1,0
5804,67,0,2,1,1668.68,0.34,86.06,0,0,1
5805,77,0,2,1,8837.63,0.61,0.61,0,0,1
5806,66,0,2,0,1458.55,0.16,0.16,0,0,1
5807,46,0,2,1,7630.06,843.13,843.13,1,1,0
5808,52,0,2,0,803.86,0.09,2857.23,1,1,0
5809,43,1,1,0,1530.59,0.16,0.16,0,0,1
5810,34,0,1,1,618.66,0.5,2259.83,0,0,1
5811,45,0,2,0,2166.14,0.44,0.44,0,0,1
5812,59,0,2,0,2197.24,0.46,0.46,0,0,1
5813,22,0,0,3,1211.17,0.55,0.26,0,0,1
5814,45,1,1,1,6882.32,0.47,4286.19,0,0,1
5815,74,1,2,3,21801.79,14.66,477.51,0,0,1
5816,90,0,2,1,2023.3,171.93,171.93,0,0,1
5817,47,1,2,1,5771.32,0.6,0.6,0,0,1
5818,37,0,2,3,1442.35,473.99,939.14,1,0,1
5819,38,0,1,0,18125.25,0.4,7004.87,0,0,1
5820,54,1,2,1,551.36,0.41,0.41,1,0,1
5821,27,0,0,1,3493.36,0.14,0.14,0,0,1
5822,45,0,2,0,1830.0,0.07,0.07,0,1,0
5823,35,0,2,1,4421.95,0.19,0.19,0,1,0
5824,42,1,2,0,2362.24,214.61,214.61,0,1,0
5825,34,1,2,1,3620.89,975.64,1686.21,0,0,1
5826,34,0,2,3,960.51,0.64,11000.64,0,0,1
5827,45,0,2,1,4036.07,0.49,0.49,0,0,1
5828,24,0,0,3,3293.03,143.07,0.21,0,0,1
5829,72,0,4,1,2189.91,0.4,1152.43,0,0,1
5830,28,0,2,1,3211.28,0.1,0.1,0,0,1
5831,57,1,1,1,10864.3,0.83,0.97,0,0,1
5832,41,1,2,3,8886.47,7143.09,0.23,0,0,1
5833,55,0,2,1,185778.65,447036.1,3822.09,0,0,1
5834,29,0,1,0,1278.71,0.16,0.16,0,1,0
5835,60,0,2,1,1999.61,98.9,3149.99,0,0,1
5836,90,0,2,3,1174.72,0.41,0.41,0,0,1
5837,35,0,2,0,16.26,0.29,0.29,1,0,1
5838,56,0,2,1,6410.67,0.64,2214.93,0,0,1
5839,76,0,2,3,8268.52,844.31,1240.49,0,0,1
5840,43,0,1,1,2544.0,3346.78,1.65,0,0,1
5841,71,0,2,1,9876.11,0.7,5.43,0,1,0
5842,56,0,2,1,3620.96,143.19,143.19,1,0,1
5843,38,0,2,1,8012.84,0.59,0.59,0,1,0
5844,49,0,1,3,6759.35,0.69,256.44,0,0,1
5845,64,0,2,3,1051.95,0.27,0.27,1,1,0
5846,90,0,4,1,7463.42,285.97,13.13,0,1,0
5847,71,0,4,1,7645.18,0.14,0.14,0,0,1
5848,48,0,2,0,7869.77,1071.94,0.51,0,1,0
5849,12,0,0,1,1676.14,0.4,0.4,0,0,1
5850,64,0,2,0,4521.29,1712.96,2.94,0,0,1
5851,63,1,2,3,2.01,0.11,43228.69,1,0,1
5852,57,0,2,1,1773.2,0.34,3035.58,0,1,0
5853,79,0,4,1,13530.33,857.69,857.69,0,0,1
5854,33,0,1,3,1845.16,0.33,0.33,0,0,1
5855,78,0,4,0,3185.09,0.51,0.51,0,1,0
5856,68,0,2,0,2015.98,71.79,143.21,0,1,0
5857,35,0,1,0,3431.0,0.1,0.1,0,0,1
5858,48,0,1,0,13555.05,0.03,11428.6,0,1,0
5859,44,1,2,1,3272.0,2857.21,0.07,0,0,1
5860,42,1,2,0,6095.44,5957.24,2356.14,0,0,1
5861,39,0,2,0,8139.8,0.24,0.24,0,1,0
5862,33,0,2,3,196.25,0.07,0.07,1,1,0
5863,36,0,2,1,5542.16,0.6,0.6,0,1,0
5864,17,0,0,1,2310.48,0.19,0.19,0,0,1
5865,51,1,2,3,19587.94,14906.95,17687.23,0,0,1
5866,67,0,2,0,3464.25,1.52,1560.96,0,1,0
5867,25,0,2,1,2352.13,0.13,0.13,0,1,0
5868,36,0,2,0,10850.56,0.6,65.89,0,1,0
5869,90,0,2,1,2374.79,0.2,0.2,0,0,1
5870,30,0,1,1,6061.67,0.44,0.44,0,0,1
5871,84,0,4,1,5402.97,2857.34,0.2,0,0,1
5872,36,0,2,0,4057.37,688.81,57.24,0,0,1
5873,23,0,0,1,2933.58,29.27,143.16,0,0,1
5874,35,0,2,1,2169.29,0.59,0.59,0,1,0
5875,57,1,2,3,3382.7,1444.13,1435.67,0,0,1
5876,35,0,1,3,2428.32,672.12,36067.65,1,0,1
5877,38,0,2,3,12077.28,9616.46,49436.81,1,0,1
5878,63,0,1,0,27331.81,0.46,0.46,1,0,1
5879,71,0,4,0,2807.86,0.6,0.6,0,0,1
5880,5,0,0,0,1997.75,0.33,0.33,1,0,1
5881,36,0,1,1,4272.97,0.26,0.26,0,1,0
5882,40,0,2,0,3749.26,0.5,0.5,0,0,1
5883,44,0,2,1,3226.9,0.04,56.92,1,1,0
5884,47,0,2,3,2078.33,0.13,0.13,1,0,1
5885,66,0,4,0,1408.92,0.57,0.57,1,0,1
5886,47,0,2,1,1319.26,0.07,0.07,1,0,1
5887,47,1,2,0,2945.45,2214.91,8286.34,1,0,1
5888,53,1,2,1,4429.23,0.53,0.53,0,0,1
5889,39,0,2,1,1041.37,673.01,985.87,0,1,0
5890,40,0,1,0,3065.24,212.2,1443.63,0,0,1
5891,55,0,2,1,5008.55,285.9,714.47,0,1,0
5892,47,0,2,0,7953.66,0.36,0.36,0,0,1
5893,39,0,1,1,1008.21,0.37,8.29,1,0,1
5894,15,0,0,1,4262.12,0.5,0.5,0,0,1
5895,26,0,2,0,9555.03,0.56,0.56,0,0,1
5896,64,0,2,1,377.51,16.13,0.46,1,1,0
5897,70,0,2,3,11409.39,3825.31,1.84,0,0,1
5898,36,0,2,3,590.09,0.06,0.06,1,0,1
5899,43,0,1,1,3197.12,0.2,0.6,0,0,1
5900,38,0,2,1,4215.06,0.29,0.29,0,1,0
5901,90,0,2,1,2241.28,0.34,0.34,0,0,1
5902,38,0,2,1,11801.83,85.73,357.16,0,1,0
5903,34,0,2,0,8541.8,2082.94,0.37,0,0,1
5904,53,0,2,1,2992.97,0.27,285.99,0,0,1
5905,40,0,1,0,2436.4,1169.01,147.36,0,0,1
5906,30,0,1,1,6414.53,0.33,0.33,0,0,1
5907,28,0,1,1,1960.56,0.11,0.11,0,0,1
5908,42,0,2,1,1886.58,0.16,0.16,1,0,1
5909,61,1,2,1,6517.16,0.2,0.2,0,0,1
5910,31,0,2,1,15.13,0.31,0.31,1,0,1
5911,59,0,2,0,6302.16,0.66,3257.8,1,1,0
5912,66,0,2,1,4159.06,0.29,1394.57,0,0,1
5913,46,0,2,0,2642.91,0.26,138.83,0,1,0
5914,42,0,2,1,10668.67,3001.51,135.8,0,0,1
5915,46,1,2,1,1665.39,493.63,5006.6,0,0,1
5916,57,0,2,3,2514.49,39.67,12859.55,1,0,1
5917,44,0,2,0,1474.12,0.04,0.04,0,0,1
5918,43,0,2,0,1818.48,200.56,286.27,0,1,0
5919,48,0,2,3,4764.05,0.54,0.54,0,1,0
5920,90,0,2,0,73962.34,0.46,0.46,0,0,1
5921,75,0,1,1,11299.75,1917.0,5547.13,0,0,1
5922,38,0,2,0,1522.95,0.54,214.83,0,1,0
5923,27,0,1,3,1543.17,82.53,0.01,0,0,1
5924,58,1,1,0,2151.61,1393.17,1052.17,0,0,1
5925,45,0,2,0,5128.03,0.59,0.59,0,1,0
5926,50,0,2,1,4047.33,5.46,0.53,0,1,0
5927,23,0,0,0,2605.48,0.04,0.04,0,1,0
5928,64,0,4,0,16941.51,14807.71,0.5,1,0,1
5929,25,0,0,1,4619.79,0.56,0.56,0,1,0
5930,90,0,2,1,6475.34,880.07,1526.5,1,0,1
5931,75,0,2,1,5206.03,0.63,0.63,0,1,0
5932,45,0,2,1,23887.49,2140.9,38379.8,0,1,0
5933,68,0,4,0,6118.61,6428.93,260.27,0,0,1
5934,43,0,2,1,1927.08,4501.9,1.41,0,0,1
5935,44,0,1,0,6498.5,0.7,0.7,0,0,1
5936,25,0,2,0,2738.87,529.09,671.94,0,0,1
5937,62,0,2,1,268.32,0.54,0.54,0,1,0
5938,41,1,2,0,1757.05,0.14,714.43,0,0,1
5939,38,0,2,3,20728.64,9657.49,0.34,0,0,1
5940,56,0,1,1,3504.93,749.37,919.86,0,0,1
5941,62,0,4,0,7202.87,686.24,0.53,0,1,0
5942,12,0,0,0,9024.91,7500.07,7357.21,1,0,1
5943,33,0,2,1,5804.96,2872.56,0.57,1,1,0
5944,39,0,2,1,2342.97,0.21,0.21,0,0,1
5945,47,0,1,0,5630.96,0.41,228.99,0,0,1
5946,42,0,2,1,4225.83,314.65,386.21,0,0,1
5947,34,1,2,1,4143.93,33.56,0.13,0,0,1
5948,65,0,1,1,1094.46,36153.63,10.8,0,0,1
5949,82,0,4,0,4296.72,0.6,143.46,0,0,1
5950,59,1,1,3,2304.63,494.4,494.81,0,0,1
5951,67,0,2,3,4110.52,0.37,333.21,0,1,0
5952,38,0,1,1,2855.33,1550.17,1102.8,0,0,1
5953,34,0,1,1,3390.46,3600.09,500.09,0,0,1
5954,28,0,2,1,29517.25,0.47,0.47,0,0,1
5955,40,0,2,0,3000.39,0.39,0.39,0,1,0
5956,90,0,4,1,103907.16,234.69,0.5,1,0,1
5957,69,0,2,0,3466.75,0.23,0.23,0,1,0
5958,40,0,2,0,518.58,0.29,7408.13,1,0,1
5959,75,0,4,0,5010.24,842.7,1914.33,0,0,1
5960,33,0,2,0,2216.76,0.69,1136.4,1,1,0
5961,39,0,2,0,3621.24,436.27,429.13,0,1,0
5962,48,0,2,1,3118.89,415.46,270.01,0,1,0
5963,76,0,2,1,2547.58,0.1,0.1,0,1,0
5964,31,0,2,0,1861.82,0.44,0.44,0,1,0
5965,32,0,0,1,5183.15,0.26,0.26,0,0,1
5966,36,1,1,3,1141.96,400.41,36.7,0,0,1
5967,35,0,2,0,2373.68,429.24,429.24,0,0,1
5968,49,0,2,1,2600.22,1695.39,2409.67,0,1,0
5969,53,1,1,1,3146.85,0.56,1286.27,0,0,1
5970,28,0,2,0,2087.13,0.47,0.47,0,1,0
5971,32,0,1,3,6597.71,1.13,0.19,0,0,1
5972,41,0,2,1,19705.83,11416.77,14310.99,0,1,0
5973,46,1,2,0,6656.36,4286.36,6429.21,0,1,0
5974,41,0,2,3,5978.4,0.03,220.81,0,1,0
5975,37,1,2,1,10900.6,700.63,10000.63,0,0,1
5976,50,0,1,0,3000.34,0.21,0.21,0,0,1
5977,60,0,4,1,5490.32,0.57,0.57,0,0,1
5978,25,0,2,0,2737.06,2600.37,7150.37,0,0,1
5979,37,0,2,0,7143.07,2357.34,0.2,0,0,1
5980,67,0,4,0,3248.74,0.66,0.66,0,0,1
5981,40,0,2,1,3104.38,30.17,0.21,0,1,0
5982,64,0,2,1,9888.02,791.17,2536.36,0,0,1
5983,52,0,2,1,2298.13,0.6,0.6,0,1,0
5984,46,0,1,1,7591.48,60.86,0.29,0,1,0
5985,27,0,2,0,4166.79,0.4,0.4,0,0,1
5986,33,0,1,1,3766.38,97.53,0.46,0,1,0
5987,46,1,2,1,18.3,1071.71,715.23,0,0,1
5988,14,0,0,1,32184.81,0.49,0.49,0,1,0
5989,5,0,0,1,6208.33,0.24,0.24,0,0,1
5990,22,1,0,3,2976.33,0.66,0.66,0,1,0
5991,55,1,1,0,2144.15,2857.46,0.31,0,0,1
5992,76,0,2,0,3486.71,0.1,0.1,0,0,1
5993,34,0,2,1,2444.32,0.61,0.61,0,1,0
5994,29,0,1,1,2623.51,357.71,0.57,0,1,0
5995,28,0,1,3,546.91,457.84,83.67,0,1,0
5996,33,0,2,1,4296.41,0.1,0.1,0,1,0
5997,39,0,1,0,3917.48,0.54,0.54,0,0,1
5998,31,0,2,0,11921.48,0.23,0.23,0,0,1
5999,65,0,2,1,559.77,1148.3,1489.49,0,0,1
6000,39,0,1,0,3239.84,1495.41,1163.97,0,0,1
6001,46,0,2,0,4015.28,500.26,1428.83,0,0,1
6002,44,0,2,3,3327.2,578.97,2928.97,0,1,0
6003,27,0,1,1,8003.64,4633.04,363.73,0,0,1
6004,53,0,1,0,1959.03,0.3,0.3,0,1,0
6005,42,0,2,0,90.26,0.41,9004.7,1,1,0
6006,90,0,2,0,30171.46,9285.84,0.13,0,0,1
6007,11,0,0,3,5575.1,0.69,0.69,0,0,1
6008,63,1,2,0,1745.27,714.47,1428.76,0,0,1
6009,34,0,2,0,1997.79,0.13,0.13,0,0,1
6010,42,0,1,1,6088.0,0.69,0.69,0,0,1
6011,55,0,2,1,2274.96,0.16,0.16,0,0,1
6012,69,0,1,1,59404.67,6466.52,9924.61,0,0,1
6013,51,0,2,1,14180.33,9575.81,1175.38,0,0,1
6014,20,0,2,0,1509.82,0.2,0.2,0,1,0
6015,29,0,1,1,3281.88,157.37,443.09,0,0,1
6016,42,0,2,1,16215.93,343.04,2857.33,0,1,0
6017,36,0,2,1,1835.53,10386.29,13691.29,1,0,1
6018,42,0,1,0,3976.99,0.61,6767.89,0,1,0
6019,44,1,2,1,4585.15,35737.11,492.0,0,0,1
6020,54,1,2,0,2215.12,0.16,5000.16,0,0,1
6021,33,0,2,1,10509.43,0.34,14.63,0,1,0
6022,5,0,0,1,1071.48,286.41,143.56,1,1,0
6023,37,0,2,0,161.47,0.44,0.44,0,0,1
6024,45,1,1,1,33501.65,29833.98,0.33,0,0,1
6025,37,0,2,1,776.9,143.03,285.89,0,1,0
6026,39,0,1,0,5967.72,1230.27,21754.3,1,1,0
6027,68,0,2,0,4830.79,1871.53,285.81,0,0,1
6028,59,0,1,1,6172.59,0.3,0.3,0,0,1
6029,33,0,2,0,3174.54,0.57,0.57,0,1,0
6030,54,1,2,1,12882.03,11216.57,10730.77,0,0,1
6031,48,1,2,0,3264.68,0.27,26802.87,0,0,1
6032,72,0,4,1,3883.41,0.33,16.66,0,0,1
6033,35,0,2,0,6465.72,3842.9,0.04,0,0,1
6034,40,1,2,0,2994.98,714.77,1577.46,0,0,1
6035,30,0,1,0,4336.97,0.03,0.03,0,0,1
6036,31,0,2,0,1676.1,0.3,0.3,0,1,0
6037,59,1,1,0,5336.55,1143.4,0.79,0,0,1
6038,67,0,2,0,178.65,20538.94,4970.86,0,1,0
6039,45,0,2,0,2783.75,0.04,0.04,0,1,0
6040,75,0,4,1,8281.13,0.03,0.03,0,0,1
6041,52,1,1,0,604.33,0.63,0.63,0,0,1
6042,55,0,1,0,8248.48,0.54,9293.4,0,1,0
6043,74,0,2,1,3230.25,0.13,0.13,0,0,1
6044,60,1,1,1,8613.03,0.44,8476.27,1,0,1
6045,42,0,2,1,1037.17,0.31,0.31,0,1,0
6046,87,0,4,3,1815.34,10428.34,0.06,0,0,1
6047,54,0,2,1,1117.86,350.73,5604.61,0,0,1
6048,39,0,1,0,8585.61,1455.48,0.2,0,0,1
6049,33,1,2,0,744.5,0.27,0.27,0,0,1
6050,23,0,1,1,2992.11,0.14,0.14,0,1,0
6051,40,0,2,3,1013.48,0.43,2857.57,0,0,1
6052,43,0,2,0,1507.06,0.03,0.03,0,0,1
6053,44,1,1,1,3200.15,2586.76,1762.61,0,0,1
6054,20,0,0,3,799.21,5000.3,0.3,1,1,0
6055,45,0,2,1,2844.36,0.34,0.34,1,1,0
6056,36,0,1,0,1825.7,0.3,0.3,0,0,1
6057,47,0,2,1,7001.27,0.26,0.26,0,0,1
6058,35,0,2,0,7441.54,2143.33,0.47,0,0,1
6059,43,1,2,1,1676.67,3571.51,4285.8,0,0,1
6060,90,0,2,0,1261.51,156.47,1182.92,0,0,1
6061,72,0,2,0,1737.41,0.7,0.7,0,0,1
6062,42,0,1,0,4129.3,0.03,0.03,0,0,1
6063,35,0,2,1,2256.57,0.5,0.5,0,0,1
6064,65,0,2,1,3627.8,0.37,0.37,0,0,1
6065,72,0,2,1,1447.76,0.54,41704.36,1,1,0
6066,43,0,2,1,8685.35,0.43,0.43,0,0,1
6067,70,1,2,3,8075.94,3.81,0.67,1,0,1
6068,42,0,2,1,14354.51,0.36,0.36,0,1,0
6069,38,0,1,1,2201.99,12177.93,5293.49,0,0,1
6070,69,0,4,1,3562.23,0.63,717.31,0,0,1
6071,52,0,2,0,3836.45,0.5,2857.64,0,0,1
6072,30,0,2,0,2487.45,0.17,0.17,0,1,0
6073,31,0,2,0,8711.67,0.39,266.79,0,0,1
6074,74,0,4,1,4650.28,0.07,0.07,0,0,1
6075,38,1,2,1,2498.73,171.54,0.13,0,0,1
6076,67,0,4,1,1165.1,270.56,3756.44,0,0,1
6077,63,0,1,1,3208.66,0.19,0.19,0,0,1
6078,33,0,1,0,2863.1,572.1,0.67,0,1,0
6079,63,0,4,1,119.03,914.21,1657.21,1,0,1
6080,59,0,2,1,1449.91,0.17,0.17,0,0,1
6081,79,0,4,0,71.44,0.2,171.63,1,1,0
6082,41,1,2,0,935.28,495.34,1.12,0,0,1
6083,31,0,2,1,644.28,600.23,5600.23,0,1,0
6084,27,0,1,1,3201.01,445.27,435.86,0,1,0
6085,74,1,4,1,10678.01,111.63,8.28,0,0,1
6086,31,0,1,1,6815.12,0.44,0.44,0,1,0
6087,28,0,0,1,4002.41,700.37,315.4,0,0,1
6088,55,1,1,1,4997.8,45.73,0.56,0,0,1
6089,10,0,0,1,2780.24,0.01,0.01,0,1,0
6090,58,0,2,1,5813.75,0.11,3465.83,0,1,0
6091,25,0,0,3,2950.6,15279.72,3632.36,0,1,0
6092,63,0,2,1,10031.96,1600.56,529.13,0,0,1
6093,29,0,1,1,5809.76,0.57,631.71,0,0,1
6094,43,0,2,1,1853.79,1555.86,1555.86,0,0,1
6095,34,1,2,1,47.43,142.97,285.83,1,0,1
6096,65,0,2,1,1555.64,0.13,0.13,0,1,0
6097,23,0,0,0,8101.96,0.06,1428.63,0,1,0
6098,79,0,2,0,1543.29,0.24,0.24,0,0,1
6099,71,0,2,1,4927.08,898.42,1457.76,0,1,0
6100,62,0,2,1,3427.11,0.09,0.09,0,0,1
6101,48,0,1,1,2439.8,255.43,255.86,0,0,1
6102,41,0,2,1,1744.72,0.29,0.29,1,0,1
6103,90,0,2,1,2782.42,0.29,8382.56,0,0,1
6104,39,0,2,1,745.47,2053.96,175.49,1,0,1
6105,44,0,2,1,2064.93,643.44,0.59,0,0,1
6106,58,0,2,1,2852.36,0.41,0.41,0,0,1
6107,31,0,1,1,7907.29,156.46,3091.51,0,0,1
6108,64,0,2,1,5219.62,491.52,485.89,0,1,0
6109,35,1,1,1,843.47,286.14,286.14,1,1,0
6110,39,0,2,1,2785.53,0.03,0.03,0,1,0
6111,57,0,1,1,11279.33,0.39,0.39,0,0,1
6112,55,0,2,3,24696.16,18571.64,7143.07,0,0,1
6113,74,0,2,1,94405.45,2231.24,2235.21,0,0,1
6114,9,0,0,1,5954.61,607.41,564.14,0,0,1
6115,28,0,2,0,2731.75,715.33,0.64,0,0,1
6116,39,0,1,1,6059.11,2679.11,0.54,0,0,1
6117,54,1,1,1,1992.08,560.94,560.94,0,0,1
6118,52,0,1,0,1785.21,0.54,0.54,0,1,0
6119,36,0,2,0,1668.03,0.37,0.37,0,1,0
6120,90,0,2,1,99510.66,995241.38,216939.28,0,0,1
6121,59,0,1,1,287.19,1889.13,21.51,0,0,1
6122,38,0,2,0,7728.2,143.17,143.17,0,0,1
6123,42,0,2,0,4798.85,785.84,1285.84,0,0,1
6124,71,0,2,1,9389.11,671.56,342.99,0,1,0
6125,80,0,2,1,14332.54,2894.77,1604.76,0,0,1
6126,73,0,4,1,1637.19,59.04,81.71,1,0,1
6127,25,0,2,0,3096.36,0.6,0.6,0,0,1
6128,42,1,1,1,16348.11,5714.64,0.36,0,0,1
6129,36,0,1,0,2454.33,0.39,0.39,0,1,0
6130,56,0,1,0,2931.14,1033.73,14.79,0,0,1
6131,28,1,2,0,8.37,0.67,0.67,1,0,1
6132,29,0,2,0,564.76,593.83,3151.54,0,0,1
6133,61,0,1,0,8671.56,0.09,0.09,0,0,1
6134,37,0,2,1,3925.61,0.7,0.7,0,1,0
6135,34,0,2,1,2781.59,428.94,0.37,0,1,0
6136,90,0,2,3,7582.8,8933.94,0.26,0,0,1
6137,45,0,2,1,364.74,2342.94,0.09,1,0,1
6138,68,0,2,1,1083.67,0.09,14010.99,0,1,0
6139,77,0,2,3,14491.86,0.14,0.14,1,1,0
6140,36,0,1,1,2365.27,0.24,0.24,0,0,1
6141,64,0,2,1,2419.47,0.3,5738.19,1,1,0
6142,22,0,0,1,1803.72,0.5,0.5,0,1,0
6143,72,0,2,0,285.84,0.13,20575.02,1,1,0
6144,58,0,2,0,24.43,0.2,8002.99,1,0,1
6145,54,1,1,1,5288.74,911.86,1426.14,0,0,1
6146,57,0,2,1,8310.57,139.8,139.8,0,0,1
6147,37,1,1,0,3605.33,528.73,223.79,0,0,1
6148,8,0,0,1,10275.01,0.51,0.51,0,0,1
6149,43,0,1,1,1194.76,140.22,10.57,0,0,1
6150,49,1,2,0,2499.4,1435.9,0.19,0,0,1
6151,57,0,2,1,1872.23,0.2,0.2,0,0,1
6152,90,0,2,3,212.77,0.07,0.07,1,0,1
6153,65,0,2,0,10343.2,0.21,0.21,0,0,1
6154,90,0,2,1,7167.45,0.46,0.46,1,0,1
6155,24,0,2,1,1564.81,0.46,0.46,0,1,0
6156,39,0,2,3,8527.51,15142.32,2728.84,0,1,0
6157,49,1,2,0,2696.42,0.33,0.33,0,0,1
6158,62,1,2,1,6454.97,11924.74,22921.66,0,0,1
6159,72,0,4,0,10920.7,72.42,0.6,0,0,1
6160,34,1,2,1,4203.15,0.29,0.29,0,0,1
6161,48,1,2,0,5534.87,0.56,354.37,1,0,1
6162,29,0,2,1,9180.39,0.14,0.14,0,1,0
6163,60,0,2,0,2311.75,0.56,2389.06,0,1,0
6164,55,0,1,1,3533.28,21.44,0.01,0,0,1
6165,51,0,2,0,2230.18,193.33,193.33,0,1,0
6166,32,0,1,1,12452.37,1428.73,2314.44,0,0,1
6167,32,0,2,0,1402.61,0.67,0.67,0,1,0
6168,31,0,2,3,6653.19,1.1,1665.51,0,1,0
6169,26,0,2,1,6.05,0.37,0.33,1,0,1
6170,72,0,2,1,20506.66,0.34,22457.49,0,1,0
6171,47,0,2,0,2662.06,12.21,0.14,0,1,0
6172,55,0,1,0,2086.74,0.44,0.44,0,0,1
6173,45,1,2,0,1568.91,0.16,593.01,1,0,1
6174,61,0,1,1,1756.29,0.53,0.53,0,0,1
6175,54,0,2,3,33776.5,0.37,0.37,0,0,1
6176,39,0,2,0,3552.22,0.4,0.4,0,1,0
6177,33,0,1,0,218.18,0.17,0.17,1,1,0
6178,74,0,4,1,1552.12,0.56,0.56,0,0,1
6179,31,0,1,0,5505.26,6.2,4.35,0,1,0
6180,39,0,2,1,3504.16,0.04,0.04,0,1,0
6181,48,0,2,0,8952.84,0.63,0.63,0,0,1
6182,51,0,1,3,4218.93,0.3,17527.51,1,0,1
6183,57,0,4,1,4375.16,15714.7,0.31,0,1,0
6184,58,0,2,0,1791.05,586.69,614.93,0,0,1
6185,43,1,2,1,2602.98,13571.67,0.24,0,0,1
6186,47,1,2,0,21323.28,22835.33,1357.83,0,0,1
6187,48,0,2,1,4380.46,0.09,0.09,0,0,1
6188,2,0,0,0,2198.29,0.54,0.54,0,1,0
6189,41,0,2,0,363.4,4286.24,1743.39,0,0,1
6190,62,0,1,0,1462.46,0.27,0.27,0,0,1
6191,25,0,2,0,2977.45,0.04,0.04,0,1,0
